./data/allruns/2-0
671.0, 0.0, 0.0, 0.0, 0.0, 
214.0, 81.0, 54.0, 3.0, 0.0, 
55.0, 92.0, 179.0, 41.0, 4.0, 
1.0, 5.0, 81.0, 77.0, 14.0, 
0.0, 0.0, 3.0, 69.0, 51.0, 
newcases, numAHI, numObAHI, prev
11748, 6936,6847, NaN,0.5903983656792645
./data/allruns/2-1
709.0, 0.0, 0.0, 0.0, 0.0, 
157.0, 73.0, 54.0, 2.0, 0.0, 
53.0, 101.0, 164.0, 33.0, 2.0, 
1.0, 6.0, 58.0, 102.0, 15.0, 
0.0, 0.0, 12.0, 64.0, 67.0, 
newcases, numAHI, numObAHI, prev
11658, 6932,6850, NaN,0.5946131411905987
./data/allruns/2-2
660.0, 0.0, 0.0, 0.0, 0.0, 
186.0, 67.0, 46.0, 2.0, 0.0, 
44.0, 91.0, 168.0, 45.0, 4.0, 
0.0, 11.0, 79.0, 76.0, 17.0, 
0.0, 0.0, 6.0, 49.0, 71.0, 
newcases, numAHI, numObAHI, prev
11684, 7047,6970, NaN,0.6031324888736734
