ObID,HRI,HRL,LRI,LRL,Internals,Leaves,Height,Vertices,Size,Duration,RatioIL,MeanBar,StdBar,Beta1,Beta2,
572,2,3,0,3,2,6,2,8,7,98.0,0.3333333333333333,1.1666666666666667,0.13888888888888887,0.5,3.0,
517,11,7,1,9,12,16,6,28,27,392.0,0.75,3.375,2.359375,1.9214285714285713,5.21875,
77,9,2,2,9,11,11,6,22,21,217.0,1.0,3.6363636363636362,3.322314049586777,1.8357142857142856,3.28125,
231,5,4,0,3,5,7,5,12,11,332.0,0.7142857142857143,3.857142857142857,0.9795918367346939,1.1666666666666665,1.9375,
28,13,12,1,11,14,23,7,37,36,434.0,0.6086956521739131,3.260869565217391,1.8449905482041595,1.836904761904762,8.1171875,
420,0,1,1,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
35,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
195,1,1,0,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
34,15,8,1,14,16,22,8,38,37,224.0,0.7272727272727273,4.181818181818182,2.330578512396694,1.7651875901875904,5.5859375,
381,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
256,2,2,0,0,2,2,2,4,3,43.0,1.0,1.5,0.25,0.5,1.0,
120,6,2,0,5,6,7,5,13,12,191.0,0.8571428571428571,3.142857142857143,2.6938775510204076,1.0333333333333332,2.46875,
58,2,0,0,4,2,4,2,6,5,86.0,0.5,1.25,0.1875,0.5,2.0,
558,1,1,0,1,1,2,1,3,2,25.0,0.5,1.0,0.0,0.0,1.0,
314,4,0,1,4,5,4,5,9,8,199.0,1.25,2.5,2.75,1.0333333333333332,1.53125,
568,4,2,0,3,4,5,2,9,8,75.0,0.8,1.6,0.24,1.0,2.5,
518,1,1,1,0,2,1,2,3,2,19.0,2.0,2.0,0.0,1.0,0.5,
144,0,1,1,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
299,3,2,0,1,3,3,3,6,5,183.0,1.0,2.3333333333333335,0.8888888888888888,0.8333333333333333,1.25,
359,1,2,1,2,2,4,2,6,5,210.0,0.5,1.25,0.1875,0.5,2.0,
373,0,0,1,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
239,0,0,1,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
85,0,0,1,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
6,1,2,0,2,1,4,1,5,4,52.0,0.25,1.0,0.0,0.0,2.0,
307,4,2,0,3,4,5,3,9,8,84.0,0.8,2.0,0.8,1.1666666666666665,2.25,
542,2,1,0,0,2,1,2,3,2,30.0,2.0,2.0,0.0,1.0,0.5,
551,4,1,0,1,4,2,4,6,5,174.0,2.0,2.5,2.25,0.9166666666666665,0.75,
584,8,2,1,7,9,9,7,18,17,406.0,1.0,3.5555555555555554,4.469135802469136,1.1484126984126983,2.8359375,
236,1,1,0,1,1,2,1,3,2,30.0,0.5,1.0,0.0,0.0,1.0,
382,1,1,0,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
432,4,2,1,2,5,4,5,9,8,92.0,1.25,4.0,0.5,1.4166666666666665,1.03125,
358,1,1,0,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
5,1,1,0,1,1,2,1,3,2,45.0,0.5,1.0,0.0,0.0,1.0,
404,3,2,0,3,3,5,3,8,7,231.0,0.6,1.8,0.56,0.8333333333333333,2.375,
315,1,1,0,1,1,2,1,3,2,2.0,0.5,1.0,0.0,0.0,1.0,
213,2,1,1,2,3,3,3,6,5,52.0,1.0,2.0,0.6666666666666666,0.8333333333333333,1.375,
506,2,1,0,0,2,1,2,3,2,26.0,2.0,2.0,0.0,1.0,0.5,
357,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
344,2,3,0,4,2,7,2,9,8,222.0,0.2857142857142857,1.1428571428571428,0.12244897959183676,0.5,3.5,
114,1,1,1,1,2,2,2,4,3,43.0,1.0,2.0,0.0,1.0,1.0,
632,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
118,2,0,0,2,2,2,2,4,3,31.0,1.0,1.5,0.25,0.5,1.0,
66,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
146,0,0,1,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
405,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
94,1,0,0,2,1,2,1,3,2,26.0,0.5,1.0,0.0,0.0,1.0,
351,0,1,1,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
33,1,1,0,1,1,2,1,3,2,131.0,0.5,1.0,0.0,0.0,1.0,
306,0,0,1,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
596,4,5,0,5,4,10,3,14,13,203.0,0.4,1.5,0.45,0.8333333333333333,4.875,
412,2,1,0,2,2,3,2,5,4,67.0,0.6666666666666666,1.6666666666666667,0.2222222222222222,0.5,1.5,
386,1,2,0,1,1,3,1,4,3,85.0,0.3333333333333333,1.0,0.0,0.0,1.5,
383,2,2,0,2,2,4,2,6,5,57.0,0.5,1.5,0.25,0.5,2.0,
207,2,0,1,4,3,4,3,7,6,182.0,0.75,2.25,0.1875,1.0,1.875,
201,0,0,1,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
194,0,1,1,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
186,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
116,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
323,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
448,2,1,0,1,2,2,2,4,3,46.0,1.0,2.0,0.0,1.0,1.0,
560,1,0,1,1,2,1,2,3,2,62.0,2.0,2.0,0.0,1.0,0.5,
430,2,1,0,1,2,2,2,4,3,19.0,1.0,2.0,0.0,1.0,1.0,
