ObID,HRI,HRL,LRI,LRL,Internals,Leaves,Height,Vertices,Size,Duration,RatioIL,MeanBar,StdBar,Beta1,Beta2,
988,1,2,0,0,1,2,1,3,2,28.0,0.5,1.0,0.0,0.0,1.0,
1346,1,1,0,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
48,0,0,1,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
485,1,1,0,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
1480,2,2,0,1,2,3,2,5,4,125.0,0.6666666666666666,1.3333333333333333,0.2222222222222222,0.5,1.5,
856,1,2,0,0,1,2,1,3,2,9.0,0.5,1.0,0.0,0.0,1.0,
106,0,1,1,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
1191,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
185,3,6,1,0,4,6,3,10,9,92.0,0.6666666666666666,2.0,0.3333333333333333,0.8333333333333333,2.875,
44,3,3,1,0,4,3,3,7,6,73.0,1.3333333333333333,2.3333333333333335,0.22222222222222224,0.8333333333333333,1.375,
1440,2,1,0,2,2,3,2,5,4,86.0,0.6666666666666666,1.6666666666666667,0.2222222222222222,0.5,1.5,
1108,2,1,0,0,2,1,2,3,2,49.0,2.0,2.0,0.0,1.0,0.5,
975,1,3,0,0,1,3,1,4,3,39.0,0.3333333333333333,1.0,0.0,0.0,1.5,
955,1,1,0,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
629,2,1,0,1,2,2,2,4,3,122.0,1.0,2.0,0.0,1.0,1.0,
182,0,1,1,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
186,0,2,1,0,1,2,1,3,2,12.0,0.5,1.0,0.0,0.0,1.0,
609,0,1,1,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
1578,1,1,0,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
311,3,2,0,0,3,2,3,5,4,97.0,1.5,2.0,1.0,0.8333333333333333,0.875,
1069,2,0,0,1,2,1,2,3,2,1.0,2.0,2.0,0.0,1.0,0.5,
846,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
869,1,1,0,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
1610,1,1,0,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
1524,1,1,0,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
622,2,2,1,1,3,3,3,6,5,62.0,1.0,2.6666666666666665,0.22222222222222224,1.0,1.25,
482,2,3,0,2,2,5,2,7,6,153.0,0.4,1.4,0.24,0.5,2.5,
1237,1,1,0,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
332,2,2,0,0,2,2,2,4,3,30.0,1.0,2.0,0.0,1.0,1.0,
818,6,4,0,5,6,9,3,15,14,308.0,0.6666666666666666,1.8888888888888888,0.3209876543209877,1.3333333333333333,4.375,
98,17,11,1,2,18,13,9,31,30,298.0,1.3846153846153846,4.3076923076923075,4.982248520710059,1.5166527916527917,3.626953125,
1062,1,1,0,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
219,1,1,1,0,2,1,2,3,2,18.0,2.0,2.0,0.0,1.0,0.5,
660,1,1,0,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
996,5,4,0,1,5,5,3,10,9,257.0,1.0,2.0,0.8,0.9,2.25,
82,0,1,1,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
1267,1,1,0,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
1182,1,1,0,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
125,5,5,1,3,6,8,4,14,13,264.0,0.75,2.875,0.609375,1.2333333333333334,3.125,
1433,1,2,0,0,1,2,1,3,2,19.0,0.5,1.0,0.0,0.0,1.0,
1502,2,2,0,1,2,3,2,5,4,296.0,0.6666666666666666,1.6666666666666667,0.2222222222222222,0.5,1.5,
671,1,1,0,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
473,2,0,0,1,2,1,2,3,2,22.0,2.0,2.0,0.0,1.0,0.5,
723,1,1,0,1,1,2,1,3,2,17.0,0.5,1.0,0.0,0.0,1.0,
1368,1,1,0,1,1,2,1,3,2,35.0,0.5,1.0,0.0,0.0,1.0,
1116,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
1160,2,2,0,1,2,3,2,5,4,6.0,0.6666666666666666,2.0,0.0,1.0,1.5,
1397,1,1,0,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
146,4,9,1,1,5,10,3,15,14,102.0,0.5,1.7,0.8100000000000002,0.8999999999999999,4.625,
610,2,1,0,0,2,1,2,3,2,11.0,2.0,2.0,0.0,1.0,0.5,
1208,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
1571,1,4,0,0,1,4,1,5,4,61.0,0.25,1.0,0.0,0.0,2.0,
336,2,2,0,1,2,3,2,5,4,101.0,0.6666666666666666,1.3333333333333333,0.2222222222222222,0.5,1.5,
133,0,1,1,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
606,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
1574,1,2,0,0,1,2,1,3,2,24.0,0.5,1.0,0.0,0.0,1.0,
304,1,1,0,1,1,2,1,3,2,41.0,0.5,1.0,0.0,0.0,1.0,
1223,1,1,0,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
394,2,4,0,0,2,4,2,6,5,149.0,0.5,1.25,0.1875,0.5,2.0,
1388,3,1,0,1,3,2,3,5,4,40.0,1.5,2.0,1.0,0.8333333333333333,0.875,
560,7,9,0,1,7,10,4,17,16,341.0,0.7,2.3,1.01,1.15,4.25,
1233,1,1,0,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
644,0,0,1,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
342,3,1,0,0,3,1,3,4,3,34.0,3.0,3.0,0.0,1.5,0.375,
298,3,0,0,1,3,1,3,4,3,32.0,3.0,3.0,0.0,1.5,0.375,
1587,2,1,0,0,2,1,2,3,2,64.0,2.0,2.0,0.0,1.0,0.5,
765,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
1602,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
1243,1,1,0,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
195,22,19,1,4,23,23,9,46,45,600.0,1.0,5.434782608695652,3.3761814744801515,2.8388888888888886,3.85546875,
329,1,1,0,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
938,1,1,0,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
1373,1,1,0,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
1184,2,2,0,0,2,2,2,4,3,29.0,1.0,1.5,0.25,0.5,1.0,
1034,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
831,1,1,0,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
